chr1	m_chr1_25	15500092	16217058	3	13.5
chr1	m_chr1_35	17017411	17601403	3	14.74
chr1	m_chr1_37	22424053	24301951	3	16.46
chr1	m_chr1_43	24453488	27827933	3	23.37
chr1	m_chr1_46	27897337	33606574	3	28.28
chr1	m_chr1_48	39152267	39438425	3	29.63
chr1	m_chr1_50	39702651	40928963	3	36.55
chr1	m_chr1_54	40929463	41133136	3	38.03
chr1	m_chr1_55	45440026	48032366	3	39.29
chr1	m_chr1_57	51491452	52266919	3	40.95
chr1	m_chr1_59	53060670	54334175	3	42.6
chr1	m_chr1_64	54513275	55377351	3	43.15
chr1	m_chr1_65	58405301	59901290	3	46.6
chr1	m_chr1_74	80131079	84698030	3	47.97
chr1	m_chr1_78	89468824	94417388	3	57.42
chr1	m_chr1_83	102382403	106286458	3	63.06
chr1	m_chr1_90	106377934	107487414	3	63.69
chr1	m_chr1_91	111295194	111912526	3	66.34
chr1	m_chr1_93	114629503	117136786	3	67.62
chr1	m_chr1_94	120726709	122026007	3	68.99
chr1	m_chr1_95	132174006	132948711	3	69.17
chr1	m_chr1_103	133829845	135245294	3	71.16
chr1	m_chr1_108	136802222	144103276	3	74.27
chr1	m_chr1_115	154182597	158064728	3	82.01
chr1	m_chr1_109	158065228	159996043	3	82.34
chr1	m_chr1_125	170398355	177421088	3	94.41
chr1	m_chr1_133	184253345	185625996	3	98.46
chr1	m_chr1_135	188168224	190172289	3	104.84
chr1	m_chr1_141	190172789	192497278	3	105.46
chr1	m_chr1_142	193571126	195955795	3	106.68
chr1	m_chr1_145	199648517	199711117	3	110.98
chr1	m_chr1_160	208500953	208951294	3	115.15
chr1	m_chr1_154	211509937	214066636	3	118.46
chr1	m_chr1_165	216147373	216786744	3	118.61
chr1	m_chr1_170	221379762	224177810	3	123.66
chr1	m_chr1_189	237919969	240165338	3	140.34
chr10	m_chr10_15	500	1839015	12	88.22
chr10	m_chr10_18	3557503	4316394	12	87.42
chr10	m_chr10_20	4585791	7496543	12	79.05
chr10	m_chr10_24	8109665	8772100	12	75.96
chr10	m_chr10_32	15356498	17422373	12	70.72
chr10	m_chr10_38	23957066	25940049	12	67.79
chr10	m_chr10_48	27230214	30009422	12	58.57
chr10	m_chr10_49	39651601	41555361	12	57.35
chr10	m_chr10_57	44419262	46534520	12	54.55
chr10	m_chr10_58	48317627	49091413	12	55.12
chr10	m_chr10_59	49412711	51087010	12	52.99
chr10	m_chr10_66	52083386	52982919	12	49
chr10	m_chr10_72	57159818	64486074	12	49.14
chr10	m_chr10_74	67392725	70114872	12	48.96
chr10	m_chr10_84	70115372	71010930	12	44.33
chr10	m_chr10_87	79281282	80069098	12	41.59
chr10	m_chr10_92	96178220	98416524	12	35.83
chr10	m_chr10_103	104453925	107501479	12	31.35
chr10	m_chr10_104	114239765	116377988	12	23.46
chr10	m_chr10_108	118538473	118976043	12	21.85
chr10	m_chr10_119	120550128	121943563	12	18.86
chr10	m_chr10_120	121945626	122697192	12	18.17
chr10	m_chr10_125	122697692	122913221	12	16.73
chr10	m_chr10_127	131591185	133438473	12	13.88
chr10	m_chr10_130	135374080	139349381	12	12.41
chr10	m_chr10_133	139881545	141448346	12	8.86
chr11	m_chr11_14	1857710	2664411	14	82.39
chr11	m_chr11_17	2664911	8752138	14	78.32
chr11	m_chr11_20	19775705	21379966	14	69.05
chr11	m_chr11_22	23200560	25868378	14	64.42
chr11	m_chr11_23	29272813	30595027	14	61.74
chr11	m_chr11_27	32758081	33944162	14	52.49
chr11	m_chr11_28	37738902	38161022	14	52
chr11	m_chr11_31	39371161	44561922	14	49.84
chr11	m_chr11_32	45087054	46394329	14	45.76
chr11	m_chr11_45	64447770	67185152	14	34.22
chr11	m_chr11_46	69156598	71941892	14	33.76
chr11	m_chr11_59	78342477	79213306	14	27.38
chr11	m_chr11_69	80031443	81013533	14	23.99
chr11	m_chr11_68	83685213	85091938	14	24.8
chr11	m_chr11_76	97624806	99241363	14	20.58
chr11	m_chr11_74	104203402	105718499	14	20.41
chr11	m_chr11_79	107732915	108623539	14	17.32
chr11	m_chr11_83	111398431	112528687	14	14.33
chr11	m_chr11_87	118106177	120482414	14	12.27
chr11	m_chr11_89	121519323	124153251	14	10.66
chr11	m_chr11_90	133046958	135071115	14	9.71
chr11	m_chr11_99	136396566	141034496	14	6.76
chr11	m_chr11_98	141036325	141200214	14	6.48
chr12	m_chr12_22	1973385	3133682	7	15.38
chr12	m_chr12_25	8199388	10032945	7	20.54
chr12	m_chr12_31	15647856	16222517	7	27.5
chr12	m_chr12_33	16223017	17265222	7	28.6
chr12	m_chr12_34	21041432	22380499	7	30.35
chr12	m_chr12_40	22380999	25971169	7	36.78
chr12	m_chr12_41	26158377	27602448	7	38.71
chr12	m_chr12_43	32301329	34083903	7	43.1
chr12	m_chr12_47	39505386	39828522	7	48.34
chr12	m_chr12_53	45284783	49959109	7	52.12
chr12	m_chr12_56	51823277	54214983	7	56.51
chr12	m_chr12_61	56947721	59406073	7	61.34
chr12	m_chr12_62	59413144	61888334	7	62.32
chr12	m_chr12_67	62644111	62851617	7	65.85
chr12	m_chr12_68	62862071	64491243	7	67.13
chr12	m_chr12_69	64491651	65002467	7	69.25
chr12	m_chr12_70	65241487	69107237	7	73.34
chr12	m_chr12_73	69107737	69957867	7	74.22
chr12	m_chr12_81	74695968	77153424	7	75.75
chr12	m_chr12_83	77153924	80645098	7	78.48
chr12	m_chr12_87	85142445	85412384	7	81.32
chr12	m_chr12_89	86189053	88735632	7	81.87
chr12	m_chr12_90	92208233	95543232	7	88.24
chr12	m_chr12_102	99640430	101180511	7	93.98
chr12	m_chr12_124	109581240	114465859	7	100.9
chr13	m_chr13_11	938713	4266640	13	84
chr13	m_chr13_20	9603167	10512536	13	80.32
chr13	m_chr13_21	10563825	12638427	13	79.63
chr13	m_chr13_22	12641148	15100966	13	79
chr13	m_chr13_28	17778730	18020995	13	76.88
chr13	m_chr13_29	21943917	25306643	13	75.98
chr13	m_chr13_34	25307143	25692619	13	75.14
chr13	m_chr13_33	26584259	29233810	13	74.38
chr13	m_chr13_47	36637306	38591048	13	64.63
chr13	m_chr13_48	42510804	46657394	13	61.35
chr13	m_chr13_58	47045434	48714347	13	59.06
chr13	m_chr13_59	55269890	56054941	13	53.84
chr13	m_chr13_63	61021971	61891136	13	50.05
chr13	m_chr13_66	70274329	71619091	13	40.22
chr13	m_chr13_72	74299452	75059263	13	37.45
chr13	m_chr13_85	80962408	84067667	13	30.43
chr13	m_chr13_86	92336052	95192474	13	27.21
chr13	m_chr13_94	101915589	103354432	13	21.4
chr13	m_chr13_103	127333384	133490574	13	7.13
chr14	m_chr14_7	2123822	3740942	15	83.29
chr14	m_chr14_10	6828327	7607212	15	81.09
chr14	m_chr14_11	7846729	8360815	15	76.95
chr14	m_chr14_15	8361315	11747923	15	74.43
chr14	m_chr14_17	13329043	18504105	15	72.06
chr14	m_chr14_22	25842467	28866755	15	69.63
chr14	m_chr14_29	34388801	36766687	15	63.18
chr14	m_chr14_38	36767187	37642227	15	57.5
chr14	m_chr14_47	53682327	56338836	15	48.97
chr14	m_chr14_54	56339336	57629200	15	46.47
chr14	m_chr14_51	57629700	60518921	15	47.3
chr14	m_chr14_55	69547781	75380892	15	44.86
chr14	m_chr14_57	76136213	76958782	15	42.38
chr14	m_chr14_66	80196251	83514354	15	36.04
chr14	m_chr14_69	83726064	85869275	15	31.54
chr14	m_chr14_79	91999668	92165918	15	31.02
chr14	m_chr14_84	92831518	95540688	15	28.3
chr14	m_chr14_86	101798989	102227429	15	26.99
chr14	m_chr14_89	112538356	112937543	15	18.7
chr14	m_chr14_91	113944254	114038392	15	17.01
chr14	m_chr14_109	117327701	118705210	15	6.29
chr14	m_chr14_110	118724127	122005268	15	4.14
chr15	m_chr15_10	806522	1166409	11	8.05
chr15	m_chr15_8	1815285	5235343	11	8.93
chr15	m_chr15_12	5235843	8489230	11	10.32
chr15	m_chr15_14	8889977	14903563	11	13.25
chr15	m_chr15_16	19544317	21384445	11	16.08
chr15	m_chr15_18	22022882	27689256	11	20.08
chr15	m_chr15_19	27689373	28318431	11	20.75
chr15	m_chr15_21	34297974	37375454	11	23.8
chr15	m_chr15_24	39760248	40961475	11	25.33
chr15	m_chr15_25	40961968	43196935	11	28.16
chr15	m_chr15_28	43197435	44065798	11	27.67
chr15	m_chr15_32	46212048	46552508	11	31.31
chr15	m_chr15_34	53987745	57833219	11	36.57
chr15	m_chr15_36	58256495	60644077	11	36.81
chr15	m_chr15_41	62002940	62528335	11	41.97
chr15	m_chr15_44	63668943	65521265	11	42.97
chr15	m_chr15_45	65532069	66088675	11	45.15
chr15	m_chr15_48	69974537	73283449	11	55.27
chr15	m_chr15_50	75060013	76000572	11	58.83
chr15	m_chr15_51	77441657	78974246	11	59.67
chr15	m_chr15_53	79059239	79310829	11	61.35
chr15	m_chr15_57	81394793	82167709	11	62.66
chr15	m_chr15_59	82481046	83787931	11	64.03
chr15	m_chr15_60	83796108	84786016	11	64.21
chr15	m_chr15_62	88773547	91007167	11	67.49
chr15	m_chr15_66	91007667	92827842	11	67.97
chr15	m_chr15_74	95805270	96699651	11	70.33
chr15	m_chr15_76	98456272	100701141	11	74.25
chr15	m_chr15_78	100701641	102218996	11	75.11
chr15	m_chr15_79	106286461	109741509	11	75.58
chr15	m_chr15_85	110050733	111051656	11	77.93
chr15	m_chr15_87	114687681	115827414	11	81.47
chr15	m_chr15_89	115827914	116956639	11	82.47
chr15	m_chr15_88	119121225	120534346	11	82.45
chr15	m_chr15_93	124191032	125820700	11	89.45
chr2	m_chr2_31	500	2350235	8	115.75
